FrameCounter,SystemTimestamp,LedState,ComputerTimestamp,G0,G1
53,2599.421024,2,36823006.6688,0.0217146433041302,0.0340816091035781
54,2599.433536,1,36823019.1104,0.057350500181965,0.071107945215207
55,2599.446016,2,36823031.6288,0.0216476269095234,0.0340319015791015
56,2599.458528,1,36823044.16,0.0573345227633833,0.0711647538146087
57,2599.471008,2,36823056.6144,0.0216263236847478,0.0339058574991789
58,2599.48352,1,36823069.184,0.0572999050231229,0.0710333839284922
59,2599.496032,2,36823081.664,0.0217079860463878,0.0338068862674087
60,2599.508512,1,36823094.144,0.0572870343248209,0.0709583788245946
61,2599.521024,2,36823106.6752,0.0216507336298032,0.0337376507868879
62,2599.533536,1,36823119.1808,0.0572448716924524,0.0709450643091098
63,2599.546016,2,36823131.6864,0.0216116777177145,0.03380866153614
64,2599.558528,1,36823144.1408,0.057294579216929,0.0710200694130074
65,2599.57104,2,36823156.7232,0.0216067957287034,0.033688830896777
66,2599.58352,1,36823169.3568,0.0572515289501948,0.0708807108176
67,2599.596032,2,36823181.8496,0.0216507336298032,0.0336213706849874
